id,indicator,seriesdescription,country,year,value,time_detail,source,footnote,units
estonia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Estonia,2015,10.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
albania2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Albania,2015,40.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
portugal2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Portugal,2015,14.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
sweden2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Sweden,2015,3.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
slovakia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Slovakia,2015,7.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
hungary2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Hungary,2015,12.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
denmark2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Denmark,2015,6.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
croatia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Croatia,2015,5.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
germany2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Germany,2015,3.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
lithuania2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Lithuania,2015,9.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
slovakia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Slovakia,2015,4.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
czechia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Czechia,2015,7.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
united kingdom2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),United Kingdom,2015,10.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
bosnia and herzegovina2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Bosnia and Herzegovina,2015,11.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
sweden2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Sweden,2015,5.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
ireland2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Ireland,2015,11.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
montenegro2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Montenegro,2015,14.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
lithuania2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Lithuania,2015,8.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
france2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),France,2015,5.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
luxembourg2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Luxembourg,2015,3.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
norway2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Norway,2015,4.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
estonia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Estonia,2015,7.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
latvia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Latvia,2015,8.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
netherlands2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Netherlands,2015,6.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
norway2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Norway,2015,5.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
ireland2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Ireland,2015,8.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
netherlands2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Netherlands,2015,4.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
greece2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Greece,2015,15.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
norway2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Norway,2015,3.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
germany2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Germany,2015,4.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
ireland2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Ireland,2015,9.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
latvia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Latvia,2015,11.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
latvia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Latvia,2015,9.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
serbia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Serbia,2015,10.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
spain2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Spain,2015,8.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
greece2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Greece,2015,17.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
switzerland2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Switzerland,2015,4.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
denmark2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Denmark,2015,4.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
france2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),France,2015,8.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
portugal2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Portugal,2015,16.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
luxembourg2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Luxembourg,2015,5.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
luxembourg2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Luxembourg,2015,4.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
albania2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Albania,2015,38.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
czechia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Czechia,2015,6.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
france2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),France,2015,6.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
spain2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Spain,2015,6.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
hungary2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Hungary,2015,10.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
croatia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Croatia,2015,6.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
albania2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Albania,2015,36.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
czechia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Czechia,2015,4.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
sweden2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Sweden,2015,4.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
lithuania2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Lithuania,2015,11.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
united kingdom2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),United Kingdom,2015,9.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
estonia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Estonia,2015,8.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
italy2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Italy,2015,7.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
netherlands2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Netherlands,2015,5.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
montenegro2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Montenegro,2015,11.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
italy2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Italy,2015,6.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
spain2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Spain,2015,5.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
bosnia and herzegovina2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Bosnia and Herzegovina,2015,8.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
montenegro2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Montenegro,2015,12.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
italy2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Italy,2015,9.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
bosnia and herzegovina2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Bosnia and Herzegovina,2015,10.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
germany2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Germany,2015,2.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
serbia2015,2.1.2,Prevalence of moderate or severe food insecurity in the adult population (%),Serbia,2015,8.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,PERCENT
