id,indicator,seriesdescription,country,year,value,time_detail,source,footnote,units
germany2015,2.1.2,Adult population in severe food insecurity (thousands of people),Germany,2015,1145.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
portugal2015,2.1.2,Adult population in severe food insecurity (thousands of people),Portugal,2015,331.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
portugal2015,2.1.2,Adult population in severe food insecurity (thousands of people),Portugal,2015,515.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
norway2015,2.1.2,Adult population in severe food insecurity (thousands of people),Norway,2015,89.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
lithuania2015,2.1.2,Adult population in severe food insecurity (thousands of people),Lithuania,2015,45.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
france2015,2.1.2,Adult population in severe food insecurity (thousands of people),France,2015,505.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
montenegro2015,2.1.2,Adult population in severe food insecurity (thousands of people),Montenegro,2015,14.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
slovakia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Slovakia,2015,79.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
switzerland2015,2.1.2,Adult population in severe food insecurity (thousands of people),Switzerland,2015,72.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
norway2015,2.1.2,Adult population in severe food insecurity (thousands of people),Norway,2015,61.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
germany2015,2.1.2,Adult population in severe food insecurity (thousands of people),Germany,2015,478.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
portugal2015,2.1.2,Adult population in severe food insecurity (thousands of people),Portugal,2015,423.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
croatia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Croatia,2015,49.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
latvia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Latvia,2015,12.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
estonia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Estonia,2015,4.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
serbia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Serbia,2015,70.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
estonia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Estonia,2015,1.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
latvia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Latvia,2015,6.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
czechia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Czechia,2015,141.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
netherlands2015,2.1.2,Adult population in severe food insecurity (thousands of people),Netherlands,2015,234.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
france2015,2.1.2,Adult population in severe food insecurity (thousands of people),France,2015,1358.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
denmark2015,2.1.2,Adult population in severe food insecurity (thousands of people),Denmark,2015,65.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
denmark2015,2.1.2,Adult population in severe food insecurity (thousands of people),Denmark,2015,21.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
hungary2015,2.1.2,Adult population in severe food insecurity (thousands of people),Hungary,2015,121.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
germany2015,2.1.2,Adult population in severe food insecurity (thousands of people),Germany,2015,811.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
ireland2015,2.1.2,Adult population in severe food insecurity (thousands of people),Ireland,2015,217.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
montenegro2015,2.1.2,Adult population in severe food insecurity (thousands of people),Montenegro,2015,7.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
croatia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Croatia,2015,30.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
denmark2015,2.1.2,Adult population in severe food insecurity (thousands of people),Denmark,2015,43.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
italy2015,2.1.2,Adult population in severe food insecurity (thousands of people),Italy,2015,621.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
greece2015,2.1.2,Adult population in severe food insecurity (thousands of people),Greece,2015,204.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
serbia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Serbia,2015,155.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
luxembourg2015,2.1.2,Adult population in severe food insecurity (thousands of people),Luxembourg,2015,8.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
albania2015,2.1.2,Adult population in severe food insecurity (thousands of people),Albania,2015,288.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
italy2015,2.1.2,Adult population in severe food insecurity (thousands of people),Italy,2015,320.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
sweden2015,2.1.2,Adult population in severe food insecurity (thousands of people),Sweden,2015,113.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
france2015,2.1.2,Adult population in severe food insecurity (thousands of people),France,2015,931.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
bosnia and herzegovina2015,2.1.2,Adult population in severe food insecurity (thousands of people),Bosnia and Herzegovina,2015,51.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
spain2015,2.1.2,Adult population in severe food insecurity (thousands of people),Spain,2015,740.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
switzerland2015,2.1.2,Adult population in severe food insecurity (thousands of people),Switzerland,2015,181.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
montenegro2015,2.1.2,Adult population in severe food insecurity (thousands of people),Montenegro,2015,11.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
sweden2015,2.1.2,Adult population in severe food insecurity (thousands of people),Sweden,2015,34.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
netherlands2015,2.1.2,Adult population in severe food insecurity (thousands of people),Netherlands,2015,155.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
sweden2015,2.1.2,Adult population in severe food insecurity (thousands of people),Sweden,2015,74.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
estonia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Estonia,2015,6.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
luxembourg2015,2.1.2,Adult population in severe food insecurity (thousands of people),Luxembourg,2015,14.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
czechia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Czechia,2015,93.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
lithuania2015,2.1.2,Adult population in severe food insecurity (thousands of people),Lithuania,2015,87.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
spain2015,2.1.2,Adult population in severe food insecurity (thousands of people),Spain,2015,508.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
croatia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Croatia,2015,10.5,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
united kingdom2015,2.1.2,Adult population in severe food insecurity (thousands of people),United Kingdom,2015,2718.8,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
united kingdom2015,2.1.2,Adult population in severe food insecurity (thousands of people),United Kingdom,2015,3270.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
bosnia and herzegovina2015,2.1.2,Adult population in severe food insecurity (thousands of people),Bosnia and Herzegovina,2015,72.2,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
hungary2015,2.1.2,Adult population in severe food insecurity (thousands of people),Hungary,2015,165.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
albania2015,2.1.2,Adult population in severe food insecurity (thousands of people),Albania,2015,250.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
ireland2015,2.1.2,Adult population in severe food insecurity (thousands of people),Ireland,2015,144.7,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
bosnia and herzegovina2015,2.1.2,Adult population in severe food insecurity (thousands of people),Bosnia and Herzegovina,2015,31.6,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
czechia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Czechia,2015,44.9,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
greece2015,2.1.2,Adult population in severe food insecurity (thousands of people),Greece,2015,281.1,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
norway2015,2.1.2,Adult population in severe food insecurity (thousands of people),Norway,2015,33.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
spain2015,2.1.2,Adult population in severe food insecurity (thousands of people),Spain,2015,275.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
latvia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Latvia,2015,18.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
united kingdom2015,2.1.2,Adult population in severe food insecurity (thousands of people),United Kingdom,2015,2167.4,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
slovakia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Slovakia,2015,35.0,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
slovakia2015,2.1.2,Adult population in severe food insecurity (thousands of people),Slovakia,2015,57.3,2015,Food and Agriculture Organisation of the United Nations (FAO),The observation value represents the 3-year average of the period 2014-2016.,NUM_TH
